RVA,Runtime,Type,Module,Label,Original,EXE_Value
0x2e344,0x42e343,Sing,Chassis,???,-40,-40
0x2e824,0x42e823,Sing,Chassis,???,-40,-40
0x2ed01,0x42ed00,Sing,Chassis,???,-40,-40
0x2f1e1,0x42f1e0,Sing,Chassis,???,-40,-40
0x2f6ba,0x42f6b9,Sing,Chassis,???,-40,-40
0x2fb8c,0x42fb8b,Sing,Chassis,???,-40,-40
0x30075,0x430074,Sing,Chassis,???,-40,-40
0x3055d,0x43055c,Sing,Chassis,???,-40,-40
0x30a3d,0x430a3c,Sing,Chassis,???,-40,-40
0x30f16,0x430f15,Sing,Chassis,???,-40,-40
0x313f8,0x4313f7,Sing,Chassis,???,-40,-40
0x318db,0x4318da,Sing,Chassis,???,-40,-40
0x31db3,0x431db2,Sing,Chassis,???,-40,-40
0x32293,0x432292,Sing,Chassis,???,-40,-40
0x32771,0x432770,Sing,Chassis,???,-40,-40
0x32c51,0x432c50,Sing,Chassis,???,-40,-40
0x2c62e,0x42c62d,Sing,Chassis,???,220,220
0x2cb0e,0x42cb0d,Sing,Chassis,???,220,220
0x2cfeb,0x42cfea,Sing,Chassis,???,220,220
0x2d4cb,0x42d4ca,Sing,Chassis,???,220,220
0x2d9a4,0x42d9a3,Sing,Chassis,???,220,220
0x2de76,0x42de75,Sing,Chassis,???,220,220
0x2e34e,0x42e34d,Sing,Chassis,???,220,220
0x2e82e,0x42e82d,Sing,Chassis,???,220,220
0x2ed0b,0x42ed0a,Sing,Chassis,???,220,220
0x2f1eb,0x42f1ea,Sing,Chassis,???,220,220
0x2f6c4,0x42f6c3,Sing,Chassis,???,220,220
0x2fb96,0x42fb95,Sing,Chassis,???,220,220
0x3007f,0x43007e,Sing,Chassis,???,220,220
0x30567,0x430566,Sing,Chassis,???,220,220
0x30a47,0x430a46,Sing,Chassis,???,220,220
0x30f20,0x430f1f,Sing,Chassis,???,220,220
0x31402,0x431401,Sing,Chassis,???,220,220
0x318e5,0x4318e4,Sing,Chassis,???,220,220
0x31dbd,0x431dbc,Sing,Chassis,???,220,220
0x3229d,0x43229c,Sing,Chassis,???,220,220
0x3277b,0x43277a,Sing,Chassis,???,220,220
0x32c5b,0x432c5a,Sing,Chassis,???,220,220
0x2c638,0x42c637,Sing,Chassis,???,0.5,0.5
0x2cb18,0x42cb17,Sing,Chassis,???,0.5,0.5
0x2cff5,0x42cff4,Sing,Chassis,???,0.5,0.5
0x2d4d5,0x42d4d4,Sing,Chassis,???,0.5,0.5
0x2d9ae,0x42d9ad,Sing,Chassis,???,0.5,0.5
0x2de80,0x42de7f,Sing,Chassis,???,0.5,0.5
0x2e358,0x42e357,Sing,Chassis,???,0.5,0.5
0x2e838,0x42e837,Sing,Chassis,???,0.5,0.5
0x2ed15,0x42ed14,Sing,Chassis,???,0.5,0.5
0x2f1f5,0x42f1f4,Sing,Chassis,???,0.5,0.5
0x2f6ce,0x42f6cd,Sing,Chassis,???,0.5,0.5
0x2fba0,0x42fb9f,Sing,Chassis,???,0.5,0.5
0x30089,0x430088,Sing,Chassis,???,0.5,0.5
0x30571,0x430570,Sing,Chassis,???,0.5,0.5
0x30a51,0x430a50,Sing,Chassis,???,0.5,0.5
0x30f2a,0x430f29,Sing,Chassis,???,0.5,0.5
0x3140c,0x43140b,Sing,Chassis,???,0.5,0.5
0x318ef,0x4318ee,Sing,Chassis,???,0.5,0.5
0x31dc7,0x431dc6,Sing,Chassis,???,0.5,0.5
0x322a7,0x4322a6,Sing,Chassis,???,0.5,0.5
0x32785,0x432784,Sing,Chassis,???,0.5,0.5
0x32c65,0x432c64,Sing,Chassis,???,0.5,0.5
0x2c642,0x42c641,Sing,Chassis,???,6.5,6.5
0x2cb22,0x42cb21,Sing,Chassis,???,6.5,6.5
0x2cfff,0x42cffe,Sing,Chassis,???,6.5,6.5
0x2d4df,0x42d4de,Sing,Chassis,???,6.5,6.5
0x2d9b8,0x42d9b7,Sing,Chassis,???,6.5,6.5
0x2de8a,0x42de89,Sing,Chassis,???,6.5,6.5
0x2e362,0x42e361,Sing,Chassis,???,6.5,6.5
0x2e842,0x42e841,Sing,Chassis,???,6.5,6.5
0x2ed1f,0x42ed1e,Sing,Chassis,???,6.5,6.5
0x2f1ff,0x42f1fe,Sing,Chassis,???,6.5,6.5
0x2f6d8,0x42f6d7,Sing,Chassis,???,6.5,6.5
0x2fbaa,0x42fba9,Sing,Chassis,???,6.5,6.5
0x30093,0x430092,Sing,Chassis,???,6.5,6.5
0x3057b,0x43057a,Sing,Chassis,???,6.5,6.5
0x30a5b,0x430a5a,Sing,Chassis,???,6.5,6.5
0x30f34,0x430f33,Sing,Chassis,???,6.5,6.5
0x31416,0x431415,Sing,Chassis,???,6.5,6.5
0x318f9,0x4318f8,Sing,Chassis,???,6.5,6.5
0x31dd1,0x431dd0,Sing,Chassis,???,6.5,6.5
0x322b1,0x4322b0,Sing,Chassis,???,6.5,6.5
0x3278f,0x43278e,Sing,Chassis,???,6.5,6.5
0x32c6f,0x432c6e,Sing,Chassis,???,6.5,6.5
0x2c64c,0x42c64b,Sing,Chassis,???,-40,-40
0x2cb2c,0x42cb2b,Sing,Chassis,???,-40,-40
0x2d009,0x42d008,Sing,Chassis,???,-40,-40
0x2d4e9,0x42d4e8,Sing,Chassis,???,-40,-40
0x2d9c2,0x42d9c1,Sing,Chassis,???,-40,-40
0x2de94,0x42de93,Sing,Chassis,???,-40,-40
0x2e36c,0x42e36b,Sing,Chassis,???,-40,-40
0x2e84c,0x42e84b,Sing,Chassis,???,-40,-40
0x2ed29,0x42ed28,Sing,Chassis,???,-40,-40
0x2f209,0x42f208,Sing,Chassis,???,-40,-40
0x2f6e2,0x42f6e1,Sing,Chassis,???,-40,-40
0x2fbb4,0x42fbb3,Sing,Chassis,???,-40,-40
0x3009d,0x43009c,Sing,Chassis,???,-40,-40
0x30585,0x430584,Sing,Chassis,???,-40,-40
0x30a65,0x430a64,Sing,Chassis,???,-40,-40
0x30f3e,0x430f3d,Sing,Chassis,???,-40,-40
0x31420,0x43141f,Sing,Chassis,???,-40,-40
0x31903,0x431902,Sing,Chassis,???,-40,-40
0x31ddb,0x431dda,Sing,Chassis,???,-40,-40
0x322bb,0x4322ba,Sing,Chassis,???,-40,-40
0x32799,0x432798,Sing,Chassis,???,-40,-40
0x32c79,0x432c78,Sing,Chassis,???,-40,-40
0x2c656,0x42c655,Sing,Chassis,???,220,220
0x2cb36,0x42cb35,Sing,Chassis,???,220,220
0x2d013,0x42d012,Sing,Chassis,???,220,220
0x2d4f3,0x42d4f2,Sing,Chassis,???,220,220
0x2d9cc,0x42d9cb,Sing,Chassis,???,220,220
0x2de9e,0x42de9d,Sing,Chassis,???,220,220
0x2e376,0x42e375,Sing,Chassis,???,220,220
0x2e856,0x42e855,Sing,Chassis,???,220,220
0x2ed33,0x42ed32,Sing,Chassis,???,220,220
0x2f213,0x42f212,Sing,Chassis,???,220,220
0x2f6ec,0x42f6eb,Sing,Chassis,???,220,220
0x2fbbe,0x42fbbd,Sing,Chassis,???,220,220
0x300a7,0x4300a6,Sing,Chassis,???,220,220
0x3058f,0x43058e,Sing,Chassis,???,220,220
0x30a6f,0x430a6e,Sing,Chassis,???,220,220
0x30f48,0x430f47,Sing,Chassis,???,220,220
0x3142a,0x431429,Sing,Chassis,???,220,220
0x3190d,0x43190c,Sing,Chassis,???,220,220
0x31de5,0x431de4,Sing,Chassis,???,220,220
0x322c5,0x4322c4,Sing,Chassis,???,220,220
0x327a3,0x4327a2,Sing,Chassis,???,220,220
0x32c83,0x432c82,Sing,Chassis,???,220,220
0x2c660,0x42c65f,Sing,Chassis,???,0,0
0x2cb40,0x42cb3f,Sing,Chassis,???,0,0
0x2d01d,0x42d01c,Sing,Chassis,???,0,0
0x2d4fd,0x42d4fc,Sing,Chassis,???,0,0
0x2d9d6,0x42d9d5,Sing,Chassis,???,0,0
0x2dea8,0x42dea7,Sing,Chassis,???,0,0
0x2e380,0x42e37f,Sing,Chassis,???,0,0
0x2e860,0x42e85f,Sing,Chassis,???,0,0
0x2ed3d,0x42ed3c,Sing,Chassis,???,0,0
0x2f21d,0x42f21c,Sing,Chassis,???,0,0
0x2f6f6,0x42f6f5,Sing,Chassis,???,0,0
0x2fbc8,0x42fbc7,Sing,Chassis,???,0,0
0x300b1,0x4300b0,Sing,Chassis,???,0,0
0x30599,0x430598,Sing,Chassis,???,0,0
0x30a79,0x430a78,Sing,Chassis,???,0,0
0x30f52,0x430f51,Sing,Chassis,???,0,0
0x31434,0x431433,Sing,Chassis,???,0,0
0x31917,0x431916,Sing,Chassis,???,0,0
0x31def,0x431dee,Sing,Chassis,???,0,0
0x322cf,0x4322ce,Sing,Chassis,???,0,0
0x327ad,0x4327ac,Sing,Chassis,???,0,0
0x32c8d,0x432c8c,Sing,Chassis,???,0,0
0x2c66a,0x42c669,Sing,Chassis,???,27,27
0x2cb4a,0x42cb49,Sing,Chassis,???,27,27
0x2d027,0x42d026,Sing,Chassis,???,27,27
0x2d507,0x42d506,Sing,Chassis,???,27,27
0x2d9e0,0x42d9df,Sing,Chassis,???,27,27
0x2deb2,0x42deb1,Sing,Chassis,???,27,27
0x2e38a,0x42e389,Sing,Chassis,???,27,27
0x2e86a,0x42e869,Sing,Chassis,???,27,27
0x2ed47,0x42ed46,Sing,Chassis,???,27,27
0x2f227,0x42f226,Sing,Chassis,???,27,27
0x2f700,0x42f6ff,Sing,Chassis,???,27,27
0x2fbd2,0x42fbd1,Sing,Chassis,???,27,27
0x300bb,0x4300ba,Sing,Chassis,???,27,27
0x305a3,0x4305a2,Sing,Chassis,???,27,27
0x30a83,0x430a82,Sing,Chassis,???,27,27
0x30f5c,0x430f5b,Sing,Chassis,???,27,27
0x3143e,0x43143d,Sing,Chassis,???,27,27
0x31921,0x431920,Sing,Chassis,???,27,27
0x31df9,0x431df8,Sing,Chassis,???,27,27
0x322d9,0x4322d8,Sing,Chassis,???,27,27
0x327b7,0x4327b6,Sing,Chassis,???,27,27
0x32c97,0x432c96,Sing,Chassis,???,27,27
0x2c674,0x42c673,Sing,Chassis,???,-40,-40
0x2cb54,0x42cb53,Sing,Chassis,???,-40,-40
0x2d031,0x42d030,Sing,Chassis,???,-40,-40
0x2d511,0x42d510,Sing,Chassis,???,-40,-40
0x2d9ea,0x42d9e9,Sing,Chassis,???,-40,-40
0x2debc,0x42debb,Sing,Chassis,???,-40,-40
0x2e394,0x42e393,Sing,Chassis,???,-40,-40
0x2e874,0x42e873,Sing,Chassis,???,-40,-40
0x2ed51,0x42ed50,Sing,Chassis,???,-40,-40
0x2f231,0x42f230,Sing,Chassis,???,-40,-40
0x2f70a,0x42f709,Sing,Chassis,???,-40,-40
0x2fbdc,0x42fbdb,Sing,Chassis,???,-40,-40
0x300c5,0x4300c4,Sing,Chassis,???,-40,-40
0x305ad,0x4305ac,Sing,Chassis,???,-40,-40
0x30a8d,0x430a8c,Sing,Chassis,???,-40,-40
0x30f66,0x430f65,Sing,Chassis,???,-40,-40
0x31448,0x431447,Sing,Chassis,???,-40,-40
0x3192b,0x43192a,Sing,Chassis,???,-40,-40
0x31e03,0x431e02,Sing,Chassis,???,-40,-40
0x322e3,0x4322e2,Sing,Chassis,???,-40,-40
0x327c1,0x4327c0,Sing,Chassis,???,-40,-40
0x32ca1,0x432ca0,Sing,Chassis,???,-40,-40
0x2c67e,0x42c67d,Sing,Chassis,???,220,220
0x2cb5e,0x42cb5d,Sing,Chassis,???,220,220
0x2d03b,0x42d03a,Sing,Chassis,???,220,220
0x2d51b,0x42d51a,Sing,Chassis,???,220,220
0x2d9f4,0x42d9f3,Sing,Chassis,???,220,220
0x2dec6,0x42dec5,Sing,Chassis,???,220,220
0x2e39e,0x42e39d,Sing,Chassis,???,220,220
0x2e87e,0x42e87d,Sing,Chassis,???,220,220
0x2ed5b,0x42ed5a,Sing,Chassis,???,220,220
0x2f23b,0x42f23a,Sing,Chassis,???,220,220
0x2f714,0x42f713,Sing,Chassis,???,220,220
0x2fbe6,0x42fbe5,Sing,Chassis,???,220,220
0x300cf,0x4300ce,Sing,Chassis,???,220,220
0x305b7,0x4305b6,Sing,Chassis,???,220,220
0x30a97,0x430a96,Sing,Chassis,???,220,220
0x30f70,0x430f6f,Sing,Chassis,???,220,220
0x31452,0x431451,Sing,Chassis,???,220,220
0x31935,0x431934,Sing,Chassis,???,220,220
0x31e0d,0x431e0c,Sing,Chassis,???,220,220
0x322ed,0x4322ec,Sing,Chassis,???,220,220
0x327cb,0x4327ca,Sing,Chassis,???,220,220
0x32cab,0x432caa,Sing,Chassis,???,220,220
0x2c688,0x42c687,Long,Chassis,???,-1,-1
0x2cb68,0x42cb67,Long,Chassis,???,-1,-1
0x2d045,0x42d044,Long,Chassis,???,-1,-1
0x2d525,0x42d524,Long,Chassis,???,-1,-1
0x2d9fe,0x42d9fd,Long,Chassis,???,-1,-1
0x2ded0,0x42decf,Long,Chassis,???,-1,-1
0x2e3a8,0x42e3a7,Long,Chassis,???,-1,-1
0x2e888,0x42e887,Long,Chassis,???,-1,-1
0x2ed65,0x42ed64,Long,Chassis,???,-1,-1
0x2f245,0x42f244,Long,Chassis,???,-1,-1
0x2f71e,0x42f71d,Long,Chassis,???,-1,-1
0x2fbf0,0x42fbef,Long,Chassis,???,-1,-1
0x300d9,0x4300d8,Long,Chassis,???,65,65
0x305c1,0x4305c0,Long,Chassis,???,-1,-1
0x30aa1,0x430aa0,Long,Chassis,???,-1,-1
0x30f7a,0x430f79,Long,Chassis,???,-1,-1
0x3145c,0x43145b,Long,Chassis,???,-1,-1
0x3193f,0x43193e,Long,Chassis,???,-1,-1
0x31e17,0x431e16,Long,Chassis,???,-1,-1
0x322f7,0x4322f6,Long,Chassis,???,-1,-1
0x327d5,0x4327d4,Long,Chassis,???,-1,-1
0x32cb5,0x432cb4,Long,Chassis,???,-1,-1
0x2c692,0x42c691,Sing,Chassis,???,3800,3800
0x2cb72,0x42cb71,Sing,Chassis,???,3800,3800
0x2d04f,0x42d04e,Sing,Chassis,???,3800,3800
0x2d52f,0x42d52e,Sing,Chassis,???,3800,3800
0x2da08,0x42da07,Sing,Chassis,???,5000,5000
0x2deda,0x42ded9,Sing,Chassis,???,3800,3800
0x2e3b2,0x42e3b1,Sing,Chassis,???,3800,3800
0x2e892,0x42e891,Sing,Chassis,???,3800,3800
0x2ed6f,0x42ed6e,Sing,Chassis,???,3800,3800
0x2f24f,0x42f24e,Sing,Chassis,???,3800,3800
0x2f728,0x42f727,Sing,Chassis,???,5000,5000
0x2fbfa,0x42fbf9,Sing,Chassis,???,3800,3800
0x300e3,0x4300e2,Sing,Chassis,???,3800,3800
0x305cb,0x4305ca,Sing,Chassis,???,3800,3800
0x30aab,0x430aaa,Sing,Chassis,???,3800,3800
0x30f84,0x430f83,Sing,Chassis,???,5000,5000
0x31466,0x431465,Sing,Chassis,???,3800,3800
0x31949,0x431948,Sing,Chassis,???,3600,3600
0x31e21,0x431e20,Sing,Chassis,???,3600,3600
0x32301,0x432300,Sing,Chassis,???,3600,3600
0x327df,0x4327de,Sing,Chassis,???,3600,3600
0x32cbf,0x432cbe,Sing,Chassis,???,3600,3600
0x2ee561,0x6ee560,Sing,Chassis,???,0.0873,0.0873
0x2ee589,0x6ee588,Sing,Chassis,???,0.1378,0.1378
0x2eeca9,0x6eeca8,Sing,Engine,RPM-1,0,0
0x2eed19,0x6eed18,Sing,Engine,RPM-1,0,0
0x2eed89,0x6eed88,Sing,Engine,RPM-1,0,0
0x2eedf9,0x6eedf8,Sing,Engine,RPM-1,0,0
0x2eee69,0x6eee68,Sing,Engine,RPM-1,0,0
0x2eeed9,0x6eeed8,Sing,Engine,RPM-1,0,0
0x2eef49,0x6eef48,Sing,Engine,RPM-1,0,0
0x2eefb9,0x6eefb8,Sing,Engine,RPM-1,0,0
0x2ef029,0x6ef028,Sing,Engine,RPM-1,0,0
0x2ef099,0x6ef098,Sing,Engine,RPM-1,0,0
0x2ef109,0x6ef108,Sing,Engine,RPM-1,0,0
0x2ef179,0x6ef178,Sing,Engine,RPM-1,0,0
0x2ef1e9,0x6ef1e8,Sing,Engine,RPM-1,0,0
0x2ef259,0x6ef258,Sing,Engine,RPM-1,0,0
0x2ef2c9,0x6ef2c8,Sing,Engine,RPM-1,0,0
0x2ef339,0x6ef338,Sing,Engine,RPM-1,0,0
0x2eecad,0x6eecac,Sing,Engine,Torque-1,120,120
0x2eed1d,0x6eed1c,Sing,Engine,Torque-1,120,120
0x2eed8d,0x6eed8c,Sing,Engine,Torque-1,100,100
0x2eedfd,0x6eedfc,Sing,Engine,Torque-1,100,100
0x2eee6d,0x6eee6c,Sing,Engine,Torque-1,110,110
0x2eeedd,0x6eeedc,Sing,Engine,Torque-1,110,110
0x2eef4d,0x6eef4c,Sing,Engine,Torque-1,110,110
0x2eefbd,0x6eefbc,Sing,Engine,Torque-1,90,90
0x2ef02d,0x6ef02c,Sing,Engine,Torque-1,90,90
0x2ef09d,0x6ef09c,Sing,Engine,Torque-1,110,110
0x2ef10d,0x6ef10c,Sing,Engine,Torque-1,115,115
0x2ef17d,0x6ef17c,Sing,Engine,Torque-1,115,115
0x2ef1ed,0x6ef1ec,Sing,Engine,Torque-1,110,110
0x2ef25d,0x6ef25c,Sing,Engine,Torque-1,100,100
0x2ef2cd,0x6ef2cc,Sing,Engine,Torque-1,100,100
0x2ef33d,0x6ef33c,Sing,Engine,Torque-1,110,110
0x2eecb1,0x6eecb0,Sing,Engine,RPM-2,7000,7000
0x2eed21,0x6eed20,Sing,Engine,RPM-2,7000,7000
0x2eed91,0x6eed90,Sing,Engine,RPM-2,4200,4200
0x2eee01,0x6eee00,Sing,Engine,RPM-2,4200,4200
0x2eee71,0x6eee70,Sing,Engine,RPM-2,5500,5500
0x2eeee1,0x6eeee0,Sing,Engine,RPM-2,6200,6200
0x2eef51,0x6eef50,Sing,Engine,RPM-2,6200,6200
0x2eefc1,0x6eefc0,Sing,Engine,RPM-2,4400,4400
0x2ef031,0x6ef030,Sing,Engine,RPM-2,4400,4400
0x2ef0a1,0x6ef0a0,Sing,Engine,RPM-2,5500,5500
0x2ef111,0x6ef110,Sing,Engine,RPM-2,5700,5700
0x2ef181,0x6ef180,Sing,Engine,RPM-2,5700,5700
0x2ef1f1,0x6ef1f0,Sing,Engine,RPM-2,5500,5500
0x2ef261,0x6ef260,Sing,Engine,RPM-2,6200,6200
0x2ef2d1,0x6ef2d0,Sing,Engine,RPM-2,6200,6200
0x2ef341,0x6ef340,Sing,Engine,RPM-2,5500,5500
0x2eecb5,0x6eecb4,Sing,Engine,Torque-2,231,231
0x2eed25,0x6eed24,Sing,Engine,Torque-2,231,231
0x2eed95,0x6eed94,Sing,Engine,Torque-2,168,168
0x2eee05,0x6eee04,Sing,Engine,Torque-2,168,168
0x2eee75,0x6eee74,Sing,Engine,Torque-2,215,215
0x2eeee5,0x6eeee4,Sing,Engine,Torque-2,225,225
0x2eef55,0x6eef54,Sing,Engine,Torque-2,225,225
0x2eefc5,0x6eefc4,Sing,Engine,Torque-2,155,155
0x2ef035,0x6ef034,Sing,Engine,Torque-2,155,155
0x2ef0a5,0x6ef0a4,Sing,Engine,Torque-2,215,215
0x2ef115,0x6ef114,Sing,Engine,Torque-2,210,210
0x2ef185,0x6ef184,Sing,Engine,Torque-2,210,210
0x2ef1f5,0x6ef1f4,Sing,Engine,Torque-2,215,215
0x2ef265,0x6ef264,Sing,Engine,Torque-2,230,230
0x2ef2d5,0x6ef2d4,Sing,Engine,Torque-2,230,230
0x2ef345,0x6ef344,Sing,Engine,Torque-2,215,215
0x2eecb9,0x6eecb8,Sing,Engine,RPM-3,9000,9000
0x2eed29,0x6eed28,Sing,Engine,RPM-3,9000,9000
0x2eed99,0x6eed98,Sing,Engine,RPM-3,9000,9000
0x2eee09,0x6eee08,Sing,Engine,RPM-3,9000,9000
0x2eee79,0x6eee78,Sing,Engine,RPM-3,8500,8500
0x2eeee9,0x6eeee8,Sing,Engine,RPM-3,9000,9000
0x2eef59,0x6eef58,Sing,Engine,RPM-3,9000,9000
0x2eefc9,0x6eefc8,Sing,Engine,RPM-3,9000,9000
0x2ef039,0x6ef038,Sing,Engine,RPM-3,9000,9000
0x2ef0a9,0x6ef0a8,Sing,Engine,RPM-3,8500,8500
0x2ef119,0x6ef118,Sing,Engine,RPM-3,9000,9000
0x2ef189,0x6ef188,Sing,Engine,RPM-3,9000,9000
0x2ef1f9,0x6ef1f8,Sing,Engine,RPM-3,8500,8500
0x2ef269,0x6ef268,Sing,Engine,RPM-3,7800,7800
0x2ef2d9,0x6ef2d8,Sing,Engine,RPM-3,7800,7800
0x2ef349,0x6ef348,Sing,Engine,RPM-3,8500,8500
0x2eecbd,0x6eecbc,Sing,Engine,Torque-3,202,202
0x2eed2d,0x6eed2c,Sing,Engine,Torque-3,202,202
0x2eed9d,0x6eed9c,Sing,Engine,Torque-3,80,80
0x2eee0d,0x6eee0c,Sing,Engine,Torque-3,80,80
0x2eee7d,0x6eee7c,Sing,Engine,Torque-3,185,185
0x2eeeed,0x6eeeec,Sing,Engine,Torque-3,160,160
0x2eef5d,0x6eef5c,Sing,Engine,Torque-3,160,160
0x2eefcd,0x6eefcc,Sing,Engine,Torque-3,60,60
0x2ef03d,0x6ef03c,Sing,Engine,Torque-3,60,60
0x2ef0ad,0x6ef0ac,Sing,Engine,Torque-3,185,185
0x2ef11d,0x6ef11c,Sing,Engine,Torque-3,160,160
0x2ef18d,0x6ef18c,Sing,Engine,Torque-3,160,160
0x2ef1fd,0x6ef1fc,Sing,Engine,Torque-3,185,185
0x2ef26d,0x6ef26c,Sing,Engine,Torque-3,205,205
0x2ef2dd,0x6ef2dc,Sing,Engine,Torque-3,205,205
0x2ef34d,0x6ef34c,Sing,Engine,Torque-3,185,185
0x2eecc1,0x6eecc0,Sing,Engine,Stroke (in),3.308,3.308
0x2eed31,0x6eed30,Sing,Engine,Stroke (in),3.308,3.308
0x2eeda1,0x6eeda0,Sing,Engine,Stroke (in),3.5,3.5
0x2eee11,0x6eee10,Sing,Engine,Stroke (in),3.5,3.5
0x2eee81,0x6eee80,Sing,Engine,Stroke (in),4,4
0x2eeef1,0x6eeef0,Sing,Engine,Stroke (in),3.308,3.308
0x2eef61,0x6eef60,Sing,Engine,Stroke (in),3.308,3.308
0x2eefd1,0x6eefd0,Sing,Engine,Stroke (in),3.5,3.5
0x2ef041,0x6ef040,Sing,Engine,Stroke (in),3.5,3.5
0x2ef0b1,0x6ef0b0,Sing,Engine,Stroke (in),4,4
0x2ef121,0x6ef120,Sing,Engine,Stroke (in),3.308,3.308
0x2ef191,0x6ef190,Sing,Engine,Stroke (in),3.308,3.308
0x2ef201,0x6ef200,Sing,Engine,Stroke (in),4,4
0x2ef271,0x6ef270,Sing,Engine,Stroke (in),3.308,3.308
0x2ef2e1,0x6ef2e0,Sing,Engine,Stroke (in),3.308,3.308
0x2ef351,0x6ef350,Sing,Engine,Stroke (in),4,4
0x2eecc5,0x6eecc4,Sing,Engine,C.I.D.,358,358
0x2eed35,0x6eed34,Sing,Engine,C.I.D.,358,358
0x2eeda5,0x6eeda4,Sing,Engine,C.I.D.,358,358
0x2eee15,0x6eee14,Sing,Engine,C.I.D.,358,358
0x2eee85,0x6eee84,Sing,Engine,C.I.D.,450,450
0x2eeef5,0x6eeef4,Sing,Engine,C.I.D.,358,358
0x2eef65,0x6eef64,Sing,Engine,C.I.D.,358,358
0x2eefd5,0x6eefd4,Sing,Engine,C.I.D.,358,358
0x2ef045,0x6ef044,Sing,Engine,C.I.D.,358,358
0x2ef0b5,0x6ef0b4,Sing,Engine,C.I.D.,450,450
0x2ef125,0x6ef124,Sing,Engine,C.I.D.,358,358
0x2ef195,0x6ef194,Sing,Engine,C.I.D.,358,358
0x2ef205,0x6ef204,Sing,Engine,C.I.D.,450,450
0x2ef275,0x6ef274,Sing,Engine,C.I.D.,358,358
0x2ef2e5,0x6ef2e4,Sing,Engine,C.I.D.,358,358
0x2ef355,0x6ef354,Sing,Engine,C.I.D.,450,450
0x2eecc9,0x6eecc8,Sing,Engine,Cylinders,8,8
0x2eed39,0x6eed38,Sing,Engine,Cylinders,8,8
0x2eeda9,0x6eeda8,Sing,Engine,Cylinders,8,8
0x2eee19,0x6eee18,Sing,Engine,Cylinders,8,8
0x2eee89,0x6eee88,Sing,Engine,Cylinders,8,8
0x2eeef9,0x6eeef8,Sing,Engine,Cylinders,8,8
0x2eef69,0x6eef68,Sing,Engine,Cylinders,8,8
0x2eefd9,0x6eefd8,Sing,Engine,Cylinders,8,8
0x2ef049,0x6ef048,Sing,Engine,Cylinders,8,8
0x2ef0b9,0x6ef0b8,Sing,Engine,Cylinders,8,8
0x2ef129,0x6ef128,Sing,Engine,Cylinders,8,8
0x2ef199,0x6ef198,Sing,Engine,Cylinders,8,8
0x2ef209,0x6ef208,Sing,Engine,Cylinders,8,8
0x2ef279,0x6ef278,Sing,Engine,Cylinders,8,8
0x2ef2e9,0x6ef2e8,Sing,Engine,Cylinders,8,8
0x2ef359,0x6ef358,Sing,Engine,Cylinders,8,8
0x2eeccd,0x6eeccc,Sing,Engine,# Intake Valves,1,1
0x2eed3d,0x6eed3c,Sing,Engine,# Intake Valves,1,1
0x2eedad,0x6eedac,Sing,Engine,# Intake Valves,1,1
0x2eee1d,0x6eee1c,Sing,Engine,# Intake Valves,1,1
0x2eee8d,0x6eee8c,Sing,Engine,# Intake Valves,1,1
0x2eeefd,0x6eeefc,Sing,Engine,# Intake Valves,1,1
0x2eef6d,0x6eef6c,Sing,Engine,# Intake Valves,1,1
0x2eefdd,0x6eefdc,Sing,Engine,# Intake Valves,1,1
0x2ef04d,0x6ef04c,Sing,Engine,# Intake Valves,1,1
0x2ef0bd,0x6ef0bc,Sing,Engine,# Intake Valves,1,1
0x2ef12d,0x6ef12c,Sing,Engine,# Intake Valves,1,1
0x2ef19d,0x6ef19c,Sing,Engine,# Intake Valves,1,1
0x2ef20d,0x6ef20c,Sing,Engine,# Intake Valves,1,1
0x2ef27d,0x6ef27c,Sing,Engine,# Intake Valves,1,1
0x2ef2ed,0x6ef2ec,Sing,Engine,# Intake Valves,1,1
0x2ef35d,0x6ef35c,Sing,Engine,# Intake Valves,1,1
0x2eecd1,0x6eecd0,Sing,Engine,Intake Valve Size,2.07,2.07
0x2eed41,0x6eed40,Sing,Engine,Intake Valve Size,2.07,2.07
0x2eedb1,0x6eedb0,Sing,Engine,Intake Valve Size,2.07,2.07
0x2eee21,0x6eee20,Sing,Engine,Intake Valve Size,2.07,2.07
0x2eee91,0x6eee90,Sing,Engine,Intake Valve Size,2.2,2.2
0x2eef01,0x6eef00,Sing,Engine,Intake Valve Size,2.07,2.07
0x2eef71,0x6eef70,Sing,Engine,Intake Valve Size,2.07,2.07
0x2eefe1,0x6eefe0,Sing,Engine,Intake Valve Size,2.07,2.07
0x2ef051,0x6ef050,Sing,Engine,Intake Valve Size,2.07,2.07
0x2ef0c1,0x6ef0c0,Sing,Engine,Intake Valve Size,2.2,2.2
0x2ef131,0x6ef130,Sing,Engine,Intake Valve Size,2.07,2.07
0x2ef1a1,0x6ef1a0,Sing,Engine,Intake Valve Size,2.07,2.07
0x2ef211,0x6ef210,Sing,Engine,Intake Valve Size,2.2,2.2
0x2ef281,0x6ef280,Sing,Engine,Intake Valve Size,2.07,2.07
0x2ef2f1,0x6ef2f0,Sing,Engine,Intake Valve Size,2.07,2.07
0x2ef361,0x6ef360,Sing,Engine,Intake Valve Size,2.2,2.2
0x2eecd5,0x6eecd4,Sing,Engine,Redline,9300,9300
0x2eed45,0x6eed44,Sing,Engine,Redline,9300,9300
0x2eedb5,0x6eedb4,Sing,Engine,Redline,7300,7300
